belong1,belong2,fb1,fb2,fb3,closeness,mg1,mg2,swl,ms1r,ms2r,ms3r,mscp,fbcp,learningcp,belongcp,schoolr,sis_age,sis_female,sis_frpl,ethall,allgpa,allmgpa,allelagpa,allscigpa,allsocgpa,set1scorezero,cs,eiwd,perswd,percent_resilscorezero,mbcp,t1p1,q76_first_click,q76_last_click,q76_page_submit,q76_click_count,t1p2,q77_first_click,q77_last_click,q77_page_submit,q77_click_count,t1p3,q78_first_click,q78_last_click,q78_page_submit,q78_click_count,t1p4,q79_first_click,q79_last_click,q79_page_submit,q79_click_count,t1difchc,q64_first_click,q64_last_click,q64_page_submit,q64_click_count,t1pp1,t1pp1t1_first_click,t1pp1t1_last_click,t1pp1t1_page_submit,t1pp1t1_click_count,t1pp1w,t1pp1r,t1pp1t2_first_click,t1pp1t2_last_click,t1pp1t2_page_submit,t1pp1t2_click_count,t1pp2,t1pp2t1_first_click,t1pp2t1_last_click,t1pp2t1_page_submit,t1pp2t1_click_count,t1pp2w,t1pp2r,t1pp2t2_first_click,t1pp2t2_last_click,t1pp2t2_page_submit,t1pp2t2_click_count,t1pp3,t1pp2t1_first_click_1,t1pp2t1_last_click_1,t1pp2t1_page_submit_1,t1pp2t1_click_count_1,t1pp3w,t1pp3r,t1pp3t2_first_click,t1pp3t2_last_click,t1pp3t2_page_submit,t1pp3t2_click_count,t1tp1,q124_first_click,q124_last_click,t1tp1time,q124_click_count,t1tp1choice,t1tp2,q130_first_click,q130_last_click,t1tp2time,q130_click_count,t1tp2choice,t1tp3,q136_first_click,q136_last_click,t1tp3time,q136_click_count,t1tp3choice,t1tp4,q142_first_click,q142_last_click,t1tp4time,q142_click_count,t1tp4choice,t1tp5,q148_first_click,q148_last_click,t1tp5time,q148_click_count,t1tp5choice,t1tp6,q156_first_click,q156_last_click,t1tp6time,q156_click_count,t1tp6choice,t1tp7,q162_first_click,q162_last_click,t1tp7time,q162_click_count,t1tp7choice,t1tp8,q165_first_click,q165_last_click,t1tp8time
3,1,2,3,4,5,3,4,1,6,6,6,6,4.5,3.5,2,1,15,1,0,4,86.1457142875,80.385,88.32,83.0225,84.44,3,0,.29049842933994,.108440822090877,0,.398939251430817,1,7.846,7.846,12.641,1,2,27.414,27.414,31.063,1,6,4.82,4.82,6.541,1,6,30.653,32.814,33.785,2,0,0,0,1.624,0,4,21.831,21.831,23.855,1, ,1,4.564,4.564,5.736,1,8,10.659,10.659,12.083,1,0, , , , , ,6,24.403,24.403,26.992,1,0, , , , , ,8,13.026,19.214,20.857,3,1,5,8.562,11.291,13.197,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,1,4,4,5,7,4,4,5,1,1,2,1.33333333333333,3,4,1.5,6,16,1,1,2,81.8640625,77.0575,75.685,70.4325,81.9625,2,0,.165249520586861,0,0,.165249520586861,1,6.988,6.988,9.249,1,5,51.343,51.343,52.869,1,6,5.255,5.255,11.44,1,3,34.485,34.485,39.236,1,0,0,0,2.203,0,5,7.369,7.369,9.267,1,0, , , , , ,3,13.625,13.625,15.636,1,0, , , , , ,5,.161,.161,1.598,1,1, ,0,0,3.732,0,9,4.779,10.468,11.344,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,1,1,1,4,5,5,4,1,1,1,1,6,5,3,2,19,1,1,4,94.230625,90.3575,99.1,96.0225,93.4025,2,0,.262806455867829,0,0,.262806455867829,1,7.645,14.987,15.748,3,2,42.102,43.769,44.855,2,6,3.494,4.887,5.888,2,4,12.091,21.274,22.42,3,0,0,0,4.513,0,1,18.559,20.024,21.036,2,1, ,15.234,16.265,16.668,2,2,8.26,10.209,10.981,2,0, , , , , ,2,8.001,9.303,10.145,2,0, , , , , ,8,5.681,20.4,20.762,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,2,2,4,7,4,3,5,5,5,5,5,5,3.5,4,2,17,0,1,4,89.4134375,87.8975,92.725,79.3025,84.5175,4,0,.464692065576129,.408010675193074,1,1.8727027407692,1,13.46,19.745,20.576,2,3,3.553,4.468,5.16,2,6,3.617,5.082,5.668,2,6,5.954,8.144,8.9,2,0,0,0,1.457,0,4,13.797,15.485,16.07,2, ,0, , , , ,5,40.801,42.718,43.177,3, ,0, , , , ,1,61.45,73.137,73.932,3, ,1,3.957,9.504,14.785,5,8,.882,24.358,25.415,11,1,2,37.945,66.194,66.895,12,1,4,.777,12.099,12.146,10,1,8,.563,18.428,18.475,9,1,7,.676,88.313,89.308,15,1,5,2.119,3.796,4.466,5,1,8,2.492,9.462,10.099,8,1,3,.388,6.27,6.917
5,5,5,3,5,1,5,5,1,6,6,6,6,3,5,5,1,15,0,1,3,95.9341071425,98.6775,95.7775,93.75, ,4,1,.422895543244876,.260119752396834,0,1.68301529564171,1,3.529,6.991,8.001,4,3,3.331,4.367,5.2,3,6,2.742,3.231,4.826,3,6,9.823,10.545,11.364,3,1,0,0,1.864,0,4,21,23.374,24.324,3, ,0, , , , ,2,33.559,34.367,35.063,3,1, ,7.002,27.379,28.036,4,1,37.009,38.26,38.772,3, ,0, , , , ,8,5.021,12.726,13.75,6,1,4,22.643,24.122,24.561,5,1,5,9.111,50.741,51.373,11,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,2,3,3,3,7,3,3,3,3,3,3,3,4,3,2,1,16,1,0,1,84.205357145,68.77,82.3825,75.3175,85.63,4,1,.326631605795756,.182490383393721,0,1.50912198918948,1,9.584,11.096,11.593,3,3,2.051,12.29,13.062,4,6,6.216,6.926,7.481,3,6,4.818,5.724,6.287,3,1,0,0,1.089,0,4,16.497,17.136,17.631,3, ,0, , , , ,7,23.617,24.835,24.855,4,1, ,4.706,10.736,11.342,5,1,27.506,28.338,28.815,3, ,0, , , , ,8,2.485,14.111,15.108,6,1,2,29.843,35.617,37.374,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,5,4,2,5,5,4,4,5,5,4,4.66666666666667,2.5,4.5,4,3,15,1,1,1,93.14357143,99.185,93.5875,94.425,82.9325,4,1,.449812923193455,.390092265933573,1,2.83990518912703,1,7.602,9.132,9.853,3,3,4.842,6.581,10.884,3,6,5.621,6.87,8.491,3,6,4.817,7.277,11.355,4,1,0,0,1.418,0,4,13.728,18.014,20.72,4, ,0, , , , ,1,71.748,72.701,73.527,3,1, ,1.907,16.649,16.673,13,1,27.066,29.073,29.096,4, ,0, , , , ,8,1.959,14.559,15.2,10,1,2,58.611,64.849,65.673,10,1,4,17.821,26.48,27.088,11,1,8,10.031,21.163,21.191,11,1,6,8.651,56.248,56.823,7,1,5,9.565,14.825,15.847,10,1,8,6.666,9.913,9.946,8,1,3,6.189,8.812,9.311
4,4,2,3,5,6,4,4,3,3,1,1,1.66666666666667,4.5,4,4,4,17,1,0,4,88.4846875,74.7925,86.8575,95.4025,91.265,3,1,.326604425827533,.271805756648555,1,2.59841018247609,1,15.221,17.143,17.658,4,4,9.592,29.657,30.694,9,6,3.915,4.756,5.356,3,6,10.065,10.764,11.203,3,1,0,0,9.847,0,4,9.34,16.69,17.295,4, ,0, , , , ,7,17.176,20.09,20.773,3,1, ,2.491,10.583,11.448,7,1,31.506,32.557,33.116,3, ,0, , , , ,8,2.687,15.281,16.052,9,1,9,6.606,35.359,35.869,7,1,4,1.419,7.794,8.248,9,1,7,2.734,10.854,11.463,7,1,9,3.545,26.667,27.33,6,1,5,1.771,3.641,4.456,5,1,8,4.377,6.382,6.403,8,1,3,5.39,6.019,6.702
1,2,4,4,3,2,4,4,2,4,3,3,3.33333333333333,3,4,1.5,6,15,0,1,1,86.5982142875,83.575,91.4325,85.7783333333333,84.73,4,1,.33896743487199,.108871364170239,0,1.44783879904223,1,4.487,4.487,10.384,1,3,9.242,9.242,10.551,1,6,3.794,3.794,5.085,1,6,3.977,5.215,5.777,2,1,0,0,.905,0,4,9.719,9.719,11.953,1, ,0, , , , ,1,32.001,47.165,49.489,2,0, , , , , ,5,17.139,17.139,18.638,1,1, ,0,0,7.631,0,8,11.897,20.269,22.292,2,1,9,10.898,12.186,13.302,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,5,4,5,7,3,2,3,6,6,6,6,2.5,2.5,3,4,16,1,0,1,84.5803125,83.1225,78.3475,84.41, ,3,1,.451556464286541,.337895416574077,1,2.78945188086062,1,12.371,12.371,15.915,1,3,12.656,12.656,15.274,1,6,5.203,5.203,7.517,1,5,4.258,5.612,7.346,2,1,0,0,5.337,0,4,8.702,8.702,11.91,1, ,0, , , , ,5,21.92,80.838,82.755,3, ,1,0,0,18.006,0,1,19.389,19.389,28.265,1, ,0, , , , ,8,7.23,9.667,16.305,2,1,5,58.571,60.63,63.802,2,1,4,5.682,8.146,9.362,2,1,8,17.547,19.071,20.225,2,1,7,32.155,33.771,34.742,2,1,5,3.158,5.2,6.635,2,1,8,4.368,6.556,7.545,2,1,3,5.615,5.615,7.736
4,4,4,2,4,3,4,4,4,4,4,5,4.33333333333333,4,4,4,2,18,0,1,4,89.64625,90.38125,92.47, ,85.3525,3,1,.44642894157317,.434960303455999,1,2.88138924502917,1,7.369,12.309,13.605,4,4,20.951,45.789,46.572,3,6,12.1,13.685,14.97,2,6,14.586,16.452,17.738,2,1,0,0,2.207,0,5,15.421,19.77,22.48,2,0, , , , , ,5,47.114,48.942,50.124,2, ,0, , , , ,2,55.635,60.398,61.148,4,1, ,1.722,4.013,4.487,3,8,1.944,54.314,57.124,5,1,3,12.361,58.629,60.271,6,1,1,2.189,37.712,38.633,6,1,8,4.08,44.43,45.113,4,1,6,39.479,67.748,68.302,8,1,5,3.578,19.556,20.652,4,1,8,14.174,18.914,19.889,4,1,3,7.344,11.545,12.968
5,3,1,2,4,6,5,4,4,5,4,4,4.33333333333333,5.5,4.5,4,7,16,0,0,2,81.325089285,73.3525,76.9775,78.73,84.19,3,0,.437012589489459,.241302251470923,1,1.67831484096038,1,11.435,11.435,12.6,1,1,8.087,8.087,18.1,1,6,5.33,5.33,6.576,1,6,9.947,9.947,10.76,1,0,0,0,3.161,0,4,19.337,19.337,29.055,1, ,0, , , , ,2,26.014,26.014,27.403,1,1, ,14.82,15.212,15.561,2,1,60.09,60.09,61.335,1, ,0, , , , ,8,11.076,18.692,20.329,2,1,5,11.894,13.444,15.185,2,1,4,15.812,18.844,20.249,2,1,8,5.806,6.942,7.787,2,1,9,16.231,20.903,22.124,3,1,5,2,5.848,10.124,3,1,8,3.891,4.515,5.585,2,1,3,7.529,7.529,9.102
4,3,3,4,4,4,4,2,3,3,3,2,2.66666666666667,3.5,3,3.5,5,15,1,1,2,80.05642857,75.6525,77.79625,68.1775, ,1,0,.203463361348457,.217183411981076,1,1.42064677332953,5,11.313,12.576,13.19,2,2,5.815,11.946,12.58,3,6,3.519,10.852,12.228,4,1,6.334,16.766,17.467,4,0,0,0,1.492,0,1,11.488,14.805,16.291,3,0, , , , , ,6,8.339,10.966,12.484,2,0, , , , , ,6,5.191,7.915,8.577,2,1, ,.812,2.464,2.959,3,8,1.138,25.282,26.102,6,1,4,8.956,12.935,13.733,6,1,5,1.978,5.871,6.697,6,1,8,5.777,18.698,19.822,14,1,6,9.337,12.657,12.683,8,1,5,4.927,8.199,8.226,8,1,8,15.564,16.871,17.577,5,1,3,13.176,24.814,25.251
4,4,2,4,4,7,4,4,4,2,2,2,2,4,4,4,5,18,0,1,2,77.9928571425,71.205,75.9775,71.0225,77.98,3,1,.541734633117809,.251035724897617,0,1.79277035801543,1,19.809,21.361,22.33,3,3,32.624,34.363,35.317,3,2,25.806,27.351,27.376,4,6,23.806,24.932,24.955,4,1,0,0,20.681,0,4,30.529,37.22,37.995,3, ,0, , , , ,7,76.556,96.951,96.978,6,1, ,6.871,35.222,35.926,3,4,20.116,20.939,21.728,3,0, , , , , ,8,2.009,42.083,43.626,14,1,2,67.564,69.814,70.723,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,2,2,2,4,5,4,4,4,5,5,5,5,5,4,2.5,1,16,1,1,4,92.9378125,85.75,98.42625,93.9725,89.9125,4,1,.59772281734862,0,0,1.59772281734862,1,13.256,15.122,15.611,3,3,8.606,13.294,13.975,3,6,4.636,9.074,9.098,5,6,4.758,6.775,7.294,3,1,0,0,14.676,0,4,20.116,41.743,42.359,5, ,0, , , , ,2,33.995,51.206,51.233,4,1, ,23.127,66.486,71.091,12,1,56.523,64.068,64.092,4, ,0, , , , ,8,1.886,29.823,31.732,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,3,5,3,3,5,3,3,3,3,4,3,3,1,16,0,0,1,84.9628571425,82.1075,85.3825,83.4475,81.2825,2,1,.390475882779996,.258318499754974,1,2.64879438253497,1,12.513,14.251,14.889,4,5,32.654,35.33,38.318,5,6,5.457,7.256,8.132,4,4,8.42,10.312,10.337,4,1,1.358,1.358,1.378,1,4,15.427,24.615,25.599,5, ,0, , , , ,3,27.482,34.849,35.572,4,1, ,1.246,6.752,13.389,7,1,26.493,34.995,35.942,4, ,0, , , , ,8,.955,15.406,16.576,10,1,6,14.366,16.296,17.041,5,1,5,1.585,14.827,15.51,10,1,8,17.943,22.418,22.446,8,1,5,13.512,19.124,19.889,8,1,5,3.13,6.922,7.891,6,1,8,3.981,6.214,6.985,6,1,3,1.173,5.233,6.002
5,2,3,2,5,6,2,1,1,6,4,4,4.66666666666667,4.5,1.5,3.5,2,15,1,1,1,87.869642855,86.605,91.38,95.195,97.095,4,0,.601996710422036,.393782147379188,0,.995778857801224,1,6.38,15.622,16.41,4,3,5.973,22.492,23.097,5,6,4.373,7.469,7.887,3,6,9.833,10.755,11.982,3,0,0,0,3.905,0,4,1.445,20.941,21.829,4, ,0, , , , ,6,97.341,126.483,127.113,6,1, ,2.98,5.928,9.124,5,1,34.938,71.82,73.596,3, ,0, , , , ,8,17.88,38.354,39.328,12,1,5,31.07,34.004,34.942,6,1,5,61.441,88.8,88.833,10,1,8,2.572,50.209,50.246,11,0, , , , , , , , , , , , , , , , , , , , , , 
1,1,1,1,5,7,5,5,3,3,3,2,2.66666666666667,6,5,1,4,16,1,1,3,68.7992857125,59.06,70.155,63.81,52.87,4,1,.482172818108603,.390545425733229,1,2.87271824384183,1,5.531,14.049,15.075,3,3,13.351,16.506,18.66,3,6,3.952,6.749,7.869,2,6,3.831,5.452,7.678,2,1,0,0,1.33,0,4,6.724,18.629,19.76,3, ,0, , , , ,3,71.921,74.711,84.788,2,1, ,6.451,21.727,22.666,5,1,26.877,29.413,30.368,2, ,0, , , , ,8,14.961,66.682,67.572,43,1,2,38.448,42.209,43.675,4,1,5,2.162,57.021,58.175,5,1,8,6.376,13.219,14.997,4,1,4,49.385,53.092,54.325,4,1,5,3.987,9.982,11.232,7,1,8,8.141,12.539,14.496,5,1,3,4.895,8.517,9.673
5,4,3,3,4,7,4,3,4,6,6,6,6,4,3.5,4.5,1,15,0,1,2,86.419285715,88,86.5325,84.24,82.65,4,1,.321819742821293,.0776176806143541,0,1.39943742343565,1,.796,11.474,11.827,8,3,16.954,18.649,19.348,3,6,6.37,9.572,10.4,3,6,.851,13.297,14.103,5,1,1.521,1.521,1.543,1,5,16.934,31.139,31.167,20,1, ,4.501,17.645,18.783,5,2,14.223,14.601,15.644,3,0, , , , , ,5,12.916,14.34,15.113,4,0, , , , , ,8,36.973,50.564,50.59,15,1,3,3.963,6.08,6.761,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,2,3,5,3,5,4,4,6,6,6,6,4.5,4.5,3.5,4,18,0,0,1,84.1850000025,86.6141666666667,78.6225,78.4575,83.9825,3,1,.657272984371016,0,0,1.65727298437102,1,10.195,10.195,14.673,1,4,70.884,102.267,119.2,4,6,8.082,8.082,10.268,1,6,15.882,15.882,19.414,1,1,0,0,1.234,0,4,54.417,74.637,78.841,3, ,0, , , , ,1,95.944,109.888,110.766,7,1, ,3.119,25.614,26.158,10,5,1.696,54.325,54.867,6,0, , , , , ,8,3.215,59.657,60.229,23,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,2,1,4,7,3,3,3,6,6,5,5.66666666666667,5.5,3,3.5,6,16,0,1,2,76.05375,66.2325,80.185,70.355,81.0575,4,1,.335770239510797,.331789399825385,1,2.66755963933618,1,7.681,7.681,9.557,1,3,23.026,23.026,25.829,1,6,2.523,2.523,4.393,1,6,6.88,6.88,8.649,1,1,0,0,1.385,0,4,14.002,26.445,28.027,3, ,0, , , , ,5,25.749,25.749,28.531,1, ,0, , , , ,5,20.468,20.468,22.189,1,1, ,0,0,7.636,0,8,7.85,12.759,14.291,2,1,2,22.486,24.137,25.547,2,1,4,27.877,29.604,31.145,2,1,8,5.657,6.779,7.97,2,1,3,47.765,56.45,58.88,3,1,5,1.718,4.443,6.397,2,1,8,6.811,9.219,10.575,2,1,3,4.557,4.557,6.216
5,5,3,2,5,3,3,3,5,6,6,6,6,4.5,3,5,1,16,0,1,4,91.125,90.67,93.26125,82.155, ,4,1,.28099834769905,.24436988496378,1,2.52536823266283,1,13.161,14.981,15.526,3,3,13.514,17.537,18.413,3,6,4.77,5.232,5.678,3,6,6.325,7.144,7.566,3,1,0,0,7.581,0,5,9.708,10.783,11.394,3,1, ,5.083,5.083,6.287,1,8,29.65,30.671,30.705,4,0, , , , , ,1,15.471,16.168,16.82,3, ,0, , , , ,8,2.112,10.873,10.9,7,1,5,25.101,30.005,31.116,7,1,8,.83,9.141,10.771,7,1,8,.874,21.586,22.012,16,1,6,.661,2.509,3.118,6,1,5,1.922,3.26,3.851,5,1,8,1.012,8.504,9.142,6,1,3,3.653,4.296,5.108
5,5, , , , , , , , , , , , , ,5,2,16,0,1,4,77.1153125,76.0325,78.3775,74.35,67.9875,2,1,.45682067083967,.289185796744903,1,2.74600646758457,1,13.798,13.798,18.993,1,2,52.551,52.551,56.387,1,6,6.668,6.668,12.268,1,5,16.59,16.59,21.724,1,1,0,0,21.383,0,4,27.105,27.105,30.684,1, ,0, , , , ,6,49.948,49.948,51.904,1,1, ,0,0,17.942,0,1,40.106,40.106,43.202,1, ,0, , , , ,8,14.428,24.644,25.791,2,1,2,27.838,31.078,32.842,2,1,4,10.239,11.975,13.043,2,1,8,11.324,12.97,14.148,2,1,1,24.822,33.295,33.819,9,1,5,2.798,4.806,5.361,6,1,8,5.083,6.352,6.968,5,1,3,9.199,9.985,10.769
4,4,3,4,2,7,4,2,5,4,4,4,4,3.5,3,4,1,16,1,0,1,93.1260714275,94.38,96.8425,96.4275,86.6075,4,0,.298426693584549,.229453038363922,1,1.52787973194847,1,7.273,7.273,10.217,1,3,1.401,8.695,10.671,2,6,3.818,3.818,5.891,1,6,6.946,6.946,8.278,1,0,0,0,4.568,0,8,12.899,20.065,21.468,2,1, ,0,0,9.259,0,5,30.036,33.261,33.708,2, ,0, , , , ,7,4.975,4.975,7.187,1,0, , , , , ,8,7.64,12.249,15.298,2,1,5,10.341,21.082,24.347,4,1,5,8.708,12.156,13.549,2,1,8,10.453,12.766,13.179,3,1,1,3.074,7.6,8.01,3,1,5,2.882,8.238,9.82,2,1,8,2.79,4.092,5.018,2,1,3,4.411,4.411,6.278
3,3,3,3,4,4,3,2,3,5,5,1,3.66666666666667,4,2.5,3,1,15,1,1,2,69.9803571425,64.5,80.4075,76, ,1,1,.276410223307129,0,0,1.27641022330713,1,7.714,18.947,19.971,5,4,14.514,15.082,15.835,3,1,13.59,16.768,16.79,4,2,6.512,7.064,7.652,3,1,0,0,2.251,0,1,7.381,9.185,10.622,4,1, ,1.627,18.935,24.155,12,4,2.28,11.084,13.993,3,0, , , , , ,7,5.304,12.668,14.797,4,0, , , , , ,9,2.659,8.339,8.768,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,5,2,5,1,4,3,2,4,4,4,4,3.5,3.5,4,2,17,0,1,4,92.51892857,90.8975,89.765,89.8125,96.9725,4,1,.552534557570222,.318003630096786,.666666666666667,2.53720485433367,1,4.867,4.867,11.38,1,3,4.594,4.594,8.517,1,6,4.688,4.688,6.524,1,6,5.288,5.288,7.034,1,1,0,0,1.958,0,4,35.157,64.467,67.655,4, ,0, , , , ,5,67.007,67.007,72.729,1, ,0, , , , ,5,39.607,39.607,42.534,1,1, ,0,0,16.44,0,8,7.017,12.503,12.94,3,1,5,26.18,48.778,50.129,3,1,4,15.798,18.29,19.918,3,1,8,9.466,13.541,14.494,2,1,3,25.071,27.382,28.948,2,1,5,1.927,6.891,7.933,3,1,8,3.412,6.238,7.126,3,1,4,5.323,5.323,6.751
4,4,5,1,5,2,5,4,5,6,6,6,6,4,4.5,4,3,16,0,1,2,82.6157142875,83.7575,71.245,81,83.305,2,0,.433336945703948,.131492452606407,0,.564829398310355,1,15.396,18.721,19.246,3,2,41.414,42.805,43.468,4,1,23.523,25.372,25.407,4,6,112.514,122.348,122.993,7,0,0,0,3.894,0,7,19.617,25.649,26.711,3,0, , , , , ,1,12.924,79.043,79.638,8,1, ,3.959,8.37,9.166,5,2,3.518,15.247,15.956,8,0, , , , , ,2,12.213,23.417,23.763,12,1,6,.925,6.541,7.63,8,1,2,.825,3.142,3.553,8,1,1,.342,5.109,5.833,10,1,1,.498,2.018,2.388,6,1,2,.371,1.704,2.015,6,1,1,.277,1.707,2.038,6,1,1,.165,1.624,1.662
5,5,3,4,5,5,4,5,1,6,5,6,5.66666666666667,3.5,4.5,5,1,17,0,1,2,73.40279762,77.75,76.8183333333333,76.3733333333333,61.3333333333333,3,1,.501974848849325,.337660632301681,1,2.83963548115101,1,8.087,16.086,19.108,9,2,28.057,31.793,32.727,5,6,3.675,5.432,5.455,5,6,28.702,29.428,29.934,3,1,0,0,.744,0,5,17.078,18.63,19.584,4,1, ,8.309,8.992,10.535,2,2,99.014,100.423,101.08,3,0, , , , , ,1,35.746,36.708,37.644,3, ,0, , , , ,8,1.524,41.45,42.396,16,1,3,3.547,39.11,40.39,7,1,3,1.469,34.365,35.148,8,1,7,.235,28.865,29.74,16,1,3,3.698,21.82,22.675,7,1,5,2.482,8.414,8.953,7,1,8,6.258,8.141,8.686,6,1,3,1.04,9.913,10.56
3,3,3,2,4,7,5,4,5,4,5,4,4.33333333333333,4.5,4.5,3,7,16,1,0,1,91.4157142875,87.4875,84.0225,91.255,93.1425,4,1,.486589493558521,.41078249579915,1,2.89737198935767,1,8.233,15.399,16.638,2,3,8.835,13.18,14.335,2,6,4.844,6.283,7.327,2,6,7.601,9.529,10.745,2,1,0,0,6.792,0,1,14.249,48.527,49.289,4,1, ,8.879,19.351,20.791,3,5,58.046,59.874,60.736,2, ,0, , , , ,1,26.019,28.028,29.244,2, ,0, , , , ,8,2.067,18.162,20.384,5,1,5,21.727,66.015,67.424,8,1,4,2.919,14.347,15.32,5,1,8,14.726,20.887,21.627,5,1,8,40.748,83.103,85,4,1,5,2.909,9.85,11.473,3,1,8,5.116,10.218,11.13,4,1,3,4.715,9.47,9.472
5,5,3,4,4,2,5,4,1,3,3,3,3,3.5,4.5,5,2,18,1,1,4,92.1772916675,94.65375,93.9075,83.5375,93.585,4,1,.337415218699668,.284551367864296,1,2.62196658656396,1,8.06,9.519,12.901,3,3,1.534,7.909,7.939,5,6,4.461,10.155,10.19,6,6,5.354,11.634,11.665,8,1,1.096,1.096,1.659,1,4,12.206,13.224,14.054,3, ,0, , , , ,1,24.557,34.852,35.569,4,1, ,5.683,10.43,10.458,5,6,16.257,25.659,26.984,10,0, , , , , ,8,3.442,14.552,16.592,11,1,7,1.136,22.215,22.255,12,1,8,1.057,11.764,11.991,9,1,9,.774,31.781,32.352,14,1,8,1.184,23.637,24.27,10,1,5,4.693,7.524,9.224,6,1,8,1.725,11.091,11.623,7,1,3,1.315,41.259,41.933
1,1,3,4,4,5,4,3,2,5,6,5,5.33333333333333,3.5,3.5,1,7,15,0,1,3,96.079285715,97.44,97.1775,95.915,96.9275,4,1,.481745004884026,.302732782247138,0,1.78447778713116,1,10.116,12.751,13.166,3,3,4.203,15.138,15.893,4,6,3.049,4.711,6.167,3,6,5.529,7.102,7.115,4,1,0,0,.877,0,4,22.565,31.996,32.612,3, ,0, , , , ,2,86.269,96.226,96.986,3,1, ,5.867,5.867,6.832,1,1,19.596,20.898,20.913,4, ,0, , , , ,8,5.268,13.099,13.111,10,1,1,39.26,50.727,50.739,8,1,4,36.856,44.867,45.125,12,1, ,.437,6.981,6.987,10,0, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,3,3,1, , , , ,4,3, ,5,17,1,1,4,85.12625,77.4975,86.485,70.02,81.0725,4,0,.288814013449532,.218471981459873,1,1.50728599490941,1,3.279,4.42,4.841,4,3,20.192,21.082,21.491,4,6,3.128,4.462,4.78,6,6,4.817,6.333,6.358,4,0,0,0,.526,0,4,10.889,27.003,28.62,8, ,1,1.034,1.034,1.563,1,7,17.725,28.314,29.111,8,0, , , , , ,7,6.639,8.458,8.752,6,0, , , , , ,8,4.369,10.606,11.428,12,1,3,12.384,16.15,16.172,11,1,8,.611,21.167,21.692,12,1,6,1.291,11.822,12.362,9,1,9,.655,2.969,3.339,8,1,5,2.302,4.222,4.247,6,1,8,2.383,5.565,5.831,9,1,3,1.817,4.302,5.006
4,5,2,2,4,7,4,3,4,5,5,5,5,5,3.5,4.5,1,18,1,0,4,87.010714285, ,85.44,78.85,91.2925,2,1,.859933004157901,.827774165493039,1,3.68770716965094,1,7.399,10.566,13.246,3,4,5.66,5.66,11.938,1,6,3.134,4.456,4.873,2,4,2.806,2.806,4.638,1,1,0,0,14.938,0,4,19.159,19.159,26.12,1, ,0, , , , ,5,271.719,271.719,273.795,1, ,1,0,0,34.067,0,1,103.513,103.513,105.428,1, ,0, , , , ,8,4.982,13.704,18.893,2,1,5,72.219,75.248,77.541,2,1,4,27.118,35.698,36.18,6,1,8,44.769,88.987,90.78,2,1,1,73.979,562.735,564.476,9,1,5,1.745,10.053,10.577,7,1,8,4.88,6.829,8.69,5,1,3,2.824,6.799,7.799
4,4,2,2,4,5,4,4,4,5,4,5,4.66666666666667,5,4,4,7,15,0,0,1,96.956785715,96.005,97.685,98.65, ,4,1,.324004079859809,.354734392462603,1,2.67873847232241,1,10.346,11.115,13.215,2,3,12.878,12.878,15.072,1,6,5.282,5.282,8.111,1,6,9.694,17.627,20.223,3,1,0,0,1.649,0,5,5.445,5.445,12.47,1,1, ,0,0,11.673,0,3,26.967,26.967,28.664,1,0, , , , , ,1,26.662,28.221,28.776,2, ,0, , , , ,8,8.814,11.27,13.291,2,1,5,19.548,74.658,77.011,51,1,5,33.093,35.285,36.225,3,1,8,1.868,17.666,19.392,7,1,6,6.133,7.588,8.592,2,1,5,2.356,4.102,5.577,2,1,8,3.983,10.854,12.742,5,1,3,8.246,17.987,20.654
5,5,4,3,4,5,3,4,4,5,5,5,5,3.5,3.5,5,1,15,0,0,1,91.8946428575,95.2425,87.92,94.855,82.755,4,1,.538832559006616,.199321638604418,0,1.73815419761103,1,7.824,10.742,11.272,3,3,6.938,8.003,8.621,3,6,3.854,5.692,6.069,3,6,4.423,12.811,12.843,9,1,0,0,1.024,0,4,19.016,21.919,22.737,3, ,0, , , , ,4,112.86,124.127,124.656,3,1, ,6.792,15.272,15.827,3,1,25.762,27.139,27.618,3, ,0, , , , ,8,9.672,16.921,17.397,7,1,5,41.077,44.094,44.586,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
