belong1,belong2,fb1,fb2,fb3,closeness,mg1,mg2,swl,ms1r,ms2r,ms3r,mscp,fbcp,learningcp,belongcp,schoolr,sis_age,sis_female,sis_frpl,ethall,allgpa,allmgpa,allelagpa,allscigpa,allsocgpa,set1scorezero,cs,eiwd,perswd,percent_resilscorezero,mbcp,t1p1,q76_first_click,q76_last_click,q76_page_submit,q76_click_count,t1p2,q77_first_click,q77_last_click,q77_page_submit,q77_click_count,t1p3,q78_first_click,q78_last_click,q78_page_submit,q78_click_count,t1p4,q79_first_click,q79_last_click,q79_page_submit,q79_click_count,t1difchc,q64_first_click,q64_last_click,q64_page_submit,q64_click_count,t1pp1,t1pp1t1_first_click,t1pp1t1_last_click,t1pp1t1_page_submit,t1pp1t1_click_count,t1pp1w,t1pp1r,t1pp1t2_first_click,t1pp1t2_last_click,t1pp1t2_page_submit,t1pp1t2_click_count,t1pp2,t1pp2t1_first_click,t1pp2t1_last_click,t1pp2t1_page_submit,t1pp2t1_click_count,t1pp2w,t1pp2r,t1pp2t2_first_click,t1pp2t2_last_click,t1pp2t2_page_submit,t1pp2t2_click_count,t1pp3,t1pp2t1_first_click_1,t1pp2t1_last_click_1,t1pp2t1_page_submit_1,t1pp2t1_click_count_1,t1pp3w,t1pp3r,t1pp3t2_first_click,t1pp3t2_last_click,t1pp3t2_page_submit,t1pp3t2_click_count,t1tp1,q124_first_click,q124_last_click,t1tp1time,q124_click_count,t1tp1choice,t1tp2,q130_first_click,q130_last_click,t1tp2time,q130_click_count,t1tp2choice,t1tp3,q136_first_click,q136_last_click,t1tp3time,q136_click_count,t1tp3choice,t1tp4,q142_first_click,q142_last_click,t1tp4time,q142_click_count,t1tp4choice,t1tp5,q148_first_click,q148_last_click,t1tp5time,q148_click_count,t1tp5choice,t1tp6,q156_first_click,q156_last_click,t1tp6time,q156_click_count,t1tp6choice,t1tp7,q162_first_click,q162_last_click,t1tp7time,q162_click_count,t1tp7choice,t1tp8,q165_first_click,q165_last_click,t1tp8time
4,4,2,3,3,6,5,4,2,1,1,1,1,4.5,4.5,4,4,15,0,0,1,92.000714285,92.0525,96.3675,89.1125,86.0875,3,1,.533938605535016,.130287479658479,0,1.66422608519349,1,3.364,5.479,6.552,2,4,6.518,7.837,9.321,2,6,3.961,5.305,6.275,2,6,4.691,6.421,7.522,2,1,0,0,1.547,0,4,19.328,20.679,21.567,2, ,0, , , , ,2,22.947,98.991,99.859,8,1, ,15.099,29.158,32.979,5,5,12.102,32.134,33.435,4,0, , , , , ,8,1.951,8.942,9.234,5,1,9,5.057,18.657,19.05,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,5,1,5,4,5,5,4,6,6,6,6,4,5,5,4,17,1,0,1,87.345, , , , ,3,1,.452856613690752,.402100743342805,1,2.85495735703356,1,16.605,16.605,19.545,1,4,64.474,64.474,66.56,1,6,13.518,13.518,18.74,1,6,25.157,32.408,32.953,2,1,0,0,11.08,0,1,12.439,17.281,17.861,2,1, ,0,0,13.407,0,5,52.569,52.569,54.783,1, ,0, , , , ,1,53.578,53.578,55.573,1, ,0, , , , ,8,16.509,20.893,22.235,2,1,5,14.787,37.802,38.946,3,1,1,41.598,47.882,49.304,2,1,8,12.304,18.101,19.141,2,1,4,36.619,73.043,74.06,3,1,5,10.221,14.488,16.477,3,1,8,10.277,13.525,15.294,2,1,3,12.31,12.31,15.31
4,4,3,3,4,6,4,3,4,5,4,4,4.33333333333333,4,3.5,4,1,16,0,0,1,89.707142855,81.51,92.725,88.3475,90.895,4,1,.454483012749925,.153433997324136,0,1.60791701007406,1,17.398,17.697,19.592,2,3,21.814,21.814,23.649,1,6,6.806,6.806,9.409,1,6,6.895,6.895,8.543,1,1,0,0,1.063,0,4,29.816,29.816,39.518,1, ,0, , , , ,8,46.247,67.587,68.823,4,1, ,0,0,9.139,0,1,21.892,21.892,25.007,1, ,0, , , , ,8,10.909,21.73,22.762,3,1,5,18.933,25.46,26.42,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,4,4,4,7,1,1,3,3,3,3,3,3,1,3,4,16,1,1,4,84.7478571425,81.3525,83.5925,85.75,84.76,4,1,.382897889249032,.14202180750534,0,1.52491969675437,1,.745,20.215,20.814,9,3,3.318,8.87,9.791,6,6,.709,4.795,6.421,8,6,8.064,10.128,11,8,1,.66,.66,.681,1,4,12.984,22.218,23.367,22, ,1,12.607,29.552,30.383,6,2,27.312,29.256,30.03,10, , , , , , ,4,7.548,22.577,23.204,10, , , , , , ,8,1.122,16.704,17.769,22,1,5,1.946,16.946,16.955,11, , ,.88,5.673,5.681,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,4,3,5,3,4,4,5,3,3,2,2.66666666666667,3.5,4,4,3,18,1,1,4,90.9225,91.5125,91.5375,91.6475,90.3425,1,0,.115811054348248,.0526084999404423,0,.16841955428869,5,6.447,7.269,7.674,3,3,7.054,7.88,8.22,3,4,2.115,2.959,3.307,3,3,7.494,8.09,8.522,3,0,.439,.439,.46,1,5,8.033,8.56,9.003,3,0, , , , , ,3,2.618,4.347,4.699,3,0, , , , , ,4,1.135,2.919,3.251,5,1, ,.865,1.69,2.389,3,2,43.172,49.382,49.409,8,1,2,1.629,2.696,3.106,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,3,6,3,3,5,4,4,4,4,4,3,3,5,18,0,1,2,67.289375,63.44,67.92875,53.5625,64.005,4,1,.324635242213219,.379033957479082,1,2.7036691996923,1,10.358,13.184,13.678,4,3,6.368,9.821,9.856,4,6,5.165,13.65,15.701,5,6,2.843,5.534,5.568,4,1,1.591,1.591,1.622,1,4,12.095,16.347,16.859,3, ,0, , , , ,4,28.214,33.343,33.914,3,1, ,1.217,1.724,2.261,2,1,27.349,28.411,28.803,3, ,0, , , , ,8,5.759,10.441,10.98,9,1,9,1.185,13.854,13.887,16,1,8,12.258,16.598,16.632,10,1,8,25.093,33.387,33.394,8, ,9,79.533,96.701,97.317,9,1,5,3.737,5.687,6.068,6,1,8,3.102,7.967,8.351,8,1,3,4.209,7.283,7.513
4,4,1,2,5,4,5,5,5,2,1,5,2.66666666666667,5.5,5,4,7,17,1,0,4,88.673214285,85.35,86.3475,95.36875,67.29,4,1,.276765024017797,.265488784966888,.666666666666667,2.20892047565135,1,8.095,10.367,12.464,4,3,42.286,44.183,46.594,5,6,4.827,5.236,5.839,3,6,7.531,7.931,8.724,3,1,0,0,.386,0,1,6.206,7.106,9.011,3,1, ,2.016,8.024,8.536,7,8,19.038,19.527,19.97,3,0, , , , , ,5,5.291,25.885,26.176,5,0, , , , , ,8,1.738,13.444,14.167,7,1,5,24.932,26.918,27.398,6,1,5,1.859,30.676,30.689,8,1,8,7.613,9.767,9.783,6,1,6,9.024,11.218,11.231,7,1,5,3.521,4.627,5.056,5,1,8,2.52,5.423,5.846,9,1,4,11.471,11.841,13.167
3,3,3,2,4,7,5,3,3,3,4,3,3.33333333333333,4.5,4,3,2,17,1,1,4,80.815714285,81.9725,87.29,66.955,73.29,4,1,.352051021375224,.21648274890794,0,1.56853377028316,1,.069,12.774,12.825,37,3,2.865,15.279,15.314,9,6,.078,6.958,7.193,16,6,.009,14.067,14.404,34,1,0,0,.208,0,4,.126,25.873,26.349,61, ,0, , , , ,8,.562,23.58,24.044,50,0, , , , , ,5,.363,26.205,26.531,35,1, ,.149,15.913,16.327,19,8,.447,23.566,23.786,55,1,9,.062,14.316,14.888,59,1,5,.151,11.341,11.86,42,1,8,.161,15.474,15.514,65,1,9,.147,9.655,10.332,31,0, , , , , , , , , , , , , , , , 
4,4,4,4,4,7,3,3,4,5,5,5,5,3,3,4,2,15,1,1,1,73.68827381,74.94,83.24,59.9225, ,2,0,.331858540800089,.194137742677978,.333333333333333,.8593296168114,1,8.125,10.99,13.085,2,6,23.285,25.443,26.905,2,6,8.824,11.855,12.961,3,4,67.639,69.962,71.581,2,0,0,0,2.31,0,2,4.364,14.246,15.287,3,1, ,2.585,28.684,30.329,7,5,25.95,27.535,28.548,2, ,0, , , , ,3,7.752,9.583,10.608,2,0, , , , , ,8,2.291,14.8,17.011,5,1,4,4.163,18.252,19.206,7,1,6,2.213,3.856,5.36,3,1,6,1.159,5.365,6.924,4,1,5,2.238,9.383,10.807,4,1,6,1.423,4.669,5.96,3,1,8,1.488,10.743,12.555,4,1,7,1.279,3.925,5.468
3,3,3,3,3,6,3,3,4,3,3,3,3,4,3,3,1,16,1,0,1,90.3000000025,87.2,87.98,89.39,81.38,4,0,.264937670827938,.108407948782932,0,.37334561961087,1,4.863,10.82,11.276,3,3,4.934,6.15,6.172,4,6,3.174,4.449,4.472,4,6,5.302,6.002,6.408,3,0,0,0,1.77,0,1,11.375,12.404,12.819,3,1, ,4.321,5.317,6.552,2,2,14.983,17.119,17.637,4,0, , , , , ,1,20.899,21.727,22.552,3, , , , , , ,8,1.125,6.88,10.904,7,1,2,8.526,11.878,13.189,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,2,4,5,2,5,5,2,5,5,2,4,4,5,2.5,4,17,1,0,1,91.5378571425,85.485,88.0875, ,87.9325,4,1,.317602230237394,.471925099116123,1,2.78952732935352,1,4.484,4.484,6.105,1,3,4.293,4.293,5.568,1,6,3.251,3.251,4.256,1,6,56.418,56.866,58.286,2,1,0,0,5.352,0,4,7.504,7.504,9.603,1, ,0, , , , ,2,26.375,26.375,31.401,1,1, ,0,0,22.774,0,1,13.327,13.327,15.251,1, , , , , , ,8,5.809,10.643,15.41,2,1,5,65.145,86.872,103.474,3,1,4,21.361,35.181,41.86,4,1,8,6.82,10.724,12.53,2,1,8,.427,90.516,92.076,7,1,5,1.87,5.349,6.3,2,1,8,2.956,4.588,5.366,2,1,3,4.777,4.777,7.063
3,3,3,3,4,2,1,1,1,5,5,5,5,4,1,3,2,17,1,1,4,74.367142855,56.8075,80.0025,76.05,72.01,2,1,.274616764569515,.263962302471979,1,2.53857906704149,1,3.921,3.921,5.69,1,2,11.73,11.73,13.202,1,6,5.264,5.264,6.195,1,3,4.484,4.484,5.368,1,1,0,0,7.144,0,4,7.318,7.318,8.589,1, ,0, , , , ,1,11.423,11.423,12.415,1,1, ,0,0,14.268,0,6,26.613,27.229,27.66,2,0, , , , , ,8,5.759,7.967,10.373,2,1,4,16.689,20.329,21.791,2,1,6,7.647,10.673,11.692,3,1,8,12.506,14.532,16.363,2,1,7,24.947,26.25,28.348,2,1,5,2.558,4.839,7.744,2,1,8,4.709,5.557,7.095,2,1,3,9.714,15.107,17.2
1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,17,0,0,1,92.767857145,93.3975,92.3325,86.9175,92.435,4,1,.43150596372654,.376137170866748,1,2.80764313459329,1,10.238,10.238,16.532,1,3,8.877,8.877,23.956,1,6,4.664,4.664,19.509,1,6,4.325,4.325,6.985,1,1,0,0,5.344,0,4,11.724,11.724,16.461,1, ,0, , , , ,2,63.184,70.78,72.305,2,1, ,0,0,14.038,0,5,26.337,26.337,27.734,1,0, , , , , ,8,11.273,21.839,22.356,3,1,3,14.08,21.087,22.401,3,1,2,62.536,64.011,66.568,2,1,8,6.888,7.916,9.047,2,1,7,56.261,59.483,60.759,2,1,5,28.679,60.706,61.518,3,1,8,10.498,11.605,13.227,2,1,3,4.656,4.656,6.124
3,3,3,2,4,5,5,5,2,6,6,6,6,4.5,5,3,7,16,1,0,4,85.7061904733333,90.31,94.1,85.35,91.1933333333333,4,1,.364841786795879,.180605649232354,0,1.54544743602823,1,6.242,7.021,7.589,3,3,8.314,9.187,9.834,3,6,2.957,3.627,4.165,3,6,4.682,5.152,5.79,3,1,0,0,.613,0,4,16.301,20.895,21.614,3, ,0, , , , ,2,24.526,26.157,26.694,5,1, ,2.979,4.255,5.365,5,1,44.011,44.612,45.158,3, ,0, , , , ,8,6.148,14.135,14.856,7,1,7,32.704,35.904,36.606,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,1,5,5,5,7,3,3,3,5,5,6,5.33333333333333,2,3,2,2,18,0,1,4,78.4815625,76.2625,78.55,80.3825,79.5,4,0,.405151874731724,.311153045012195,1,1.71630491974392,1,8.688,10.259,11.648,3,3,14.481,16.073,16.12,4,6,5.226,6.687,7.257,3,6,12.973,15.619,16.107,3,0,0,0,2.502,0,7,19.056,45.532,46.446,7,1, ,13.897,14.692,15.52,2,3,31.24,33.295,33.767,4,0, , , , , ,1,19.784,21.191,21.744,3, ,0, , , , ,8,8.21,17.312,18.505,11,1,2,12.475,16.684,17.332,7,1,1,21.813,23.868,24.559,5,1,8,46.209,48.34,49.082,6,1,5,15.093,16.635,17.679,5,1,5,3.647,5.27,6.045,5,1,8,8.883,10.477,11.039,5,1,3,16.633,17.866,18.461
2,1,4,5,4,5,4,4,4,6,3,4,4.33333333333333,2.5,4,1.5,1,17,0,0,1,84.843214285,81.9675,74.4025,85.875,86.65125,4,0,.176016089776322,0,0,.176016089776322,1,.101,5.747,5.772,8,3,2.529,4.071,4.801,3,6,1.395,5.219,5.244,4,6,2.61,3.543,4.377,3,0,0,0,.658,0,4,22.437,23.359,23.849,3, ,1,1.349,2.22,2.842,4,6,3.693,4.111,4.612,3, , , , , , ,5,.509,1.149,1.623,3,0, , , , , ,9,.567,4.583,5.415,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,5,2,4,1,5,5,5,1,2,1,1.33333333333333,3.5,5,5,3,15,1,1,4,95.830714285,98.815,96.27,99.4225,91.8,4,1,.387451199877914,0,0,1.38745119987791,1,4.307,6.978,7.827,4,3,4.393,6.636,8.5,2,6,1.287,8.671,9.85,4,6,4.292,5.22,6.418,2,1,0,0,5.738,0,5,11.57,12.541,13.641,2,1, ,3.65,4.464,5.569,2,6,20.306,38.765,39.87,7,0, , , , , ,1,40.364,46.156,50.011,4, ,0, , , , ,8,2.206,19.851,21.073,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3, , , , , , , , , , , , , ,3,1,17,1,1,4,82.4524999975,89.8275,79.7425,81.075,71.3025,4,1,.494623345126849,.292511421333601,1,2.78713476646045,1,13.079,16.49,17.596,2,3,3.474,9.99,10.435,3,6,5.977,8.427,9.235,2,6,4.282,5.482,6.219,2,1,0,0,1.322,0,4,18.449,19.914,20.757,2, ,0, , , , ,3,113.263,116.229,116.871,4,1, ,5.564,6.637,7.5,3,5,.879,18.741,19.489,3, , , , , , ,8,1.154,19.645,20.476,5,1,2,42.341,49.535,50.398,7,1,8,3.757,16.171,17.076,4,1,8,4.277,9.813,10.618,6,1,6,9.927,17.406,17.931,5,1,5,1.952,5.275,5.981,5,1,8,1.403,14.039,14.816,8,1,3,1.341,11.645,12.738
3,3, , , , , , , , , , , ,3, ,3,4,17,1,0,2,94.7307142875,92.2125,94.0475,94.8275,91.6,4,1,.510721894853245,.455150960638745,.666666666666667,2.63253952215866,1,6.791,6.791,9.275,1,3,5.993,5.993,7.565,1,6,3.256,3.256,4.971,1,6,5.91,5.91,8.052,1,1,0,0,5.548,0,4,17.855,17.855,20.457,1, ,0, , , , ,6,112.319,112.319,114.659,1,1, ,0,0,12.964,0,1,23.481,23.481,25.861,1, ,0, , , , ,8,7.198,19.192,20.949,2,1,9,83.409,89.188,90.473,3,1,4,10.924,13.645,15.993,2,1,8,11.684,13.248,16.251,2,1,9,105.905,107.125,109.771,2,1,5,3.705,6.077,7.253,2,1,8,4.821,6.473,8.223,2,1,2,4.652,4.652,6.446
4,4,4,4,4,5,3,3,2,6,6,6,6,3,3,4,6,16,0,1,1,68.5077777766667,65.4,68.29,57.0066666666667,77.5533333333333,4,1,.340640574947583,.231767545492643,0,1.57240812044023,1,2.461,11.983,13.954,5,3,6.699,6.699,10.584,1,6,3.692,3.692,7.201,1,6,5.3,5.3,6.585,1,1,0,0,1.671,0,1,19.293,19.293,25.238,1,1, ,0,0,7.302,0,1,12.128,17.621,19.645,2,0, , , , , ,7,34.787,34.787,36.225,1,0, , , , , ,8,8.158,24.049,28.067,3,1,6,15.567,29.461,30.814,3,1,5,5.388,12.331,13.176,2,1,3,5.704,14.519,16.293,3,0, , , , , , , , , , , , , , , , , , , , , , 
3,3,1,1,5,2,1,3,4,5,4,4,4.33333333333333,6,2,3,2,17,0,1,4,85.106964285,81.1825,82.1475, ,88.005,4,1,.251004546431249,.173447991733802,0,1.42445253816505,1,7.691,14.041,16.113,5,3,6.297,12.845,14.28,4,6,4.018,5.159,6.33,2,6,5.643,6.297,7.036,2,1,0,0,1.255,0,8,6.881,10.57,12.711,3,1, ,6.717,6.717,7.809,1,6,10.806,12.451,14.092,2,0, , , , , ,5,17.363,19.361,20.257,2,0, , , , , ,8,3.743,17.045,18.085,6,1,8,14.659,32.14,33.762,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,1,4,6,3,4,3,2,3,5,3.33333333333333,5,3.5,3,2,14,1,1,2,84.38625,83.9625,87.555,80.61,82.1025,4,1,.5606861679766,.417071652890081,1,2.97775782086668,1,33.643,35.658,38.685,3,3,8.117,10.176,10.728,3,6,5.518,8.37,8.432,4,6,11.799,15.066,15.099,4,1,0,0,2.884,0,4,29.047,36.376,37.065,4, ,0, , , , ,2,45.451,56.011,56.053,4,1, ,7.554,57.276,58.003,17,1,51.703,53.353,53.394,4, ,0, , , , ,8,4.09,27.974,29.726,11,1,5,2.101,63.415,64.602,8,1,5,10.451,43.029,44.367,7,1,8,18.159,70.398,70.44,15,1,1,5.935,15.032,15.805,9,1,5,6.513,22.81,23.648,12,1,8,7.237,14.227,14.747,7,1,3,1.741,13.077,13.58
4,4,2,2,4,7,4,3,4,6,6,6,6,5,3.5,4,1,17,0,0,1,84.5900446425,82.5775,82.2375,91.67,78.7925,4,1,.34791184910039,.473017076671551,.666666666666667,2.48759559243861,1,3.27,11.434,12.328,3,3,5.484,7.423,8.502,2,6,3.799,7.151,9.092,3,6,3.208,7.654,9.248,5,1,0,0,7.64,0,4,7.52,8.024,8.889,3, ,0, , , , ,2,12.852,32.77,33.953,3,1, ,4.876,21.068,21.849,4,1,14.428,16.199,26.789,2, ,0, , , , ,8,1.507,14.687,15.321,5,1,5,2.348,46.679,47.727,9,1,4,18.423,66.415,67.149,15,1,7,3.098,38.664,39.373,11,1,6,1.53,96.82,96.849,9,1,5,2.088,6.312,7.312,7,1,8,6.263,7.663,8.226,5,1,4,2.976,5.736,6.535
5,5,5,3,4,5,5,3,3,3,4,2,3,3,4,5,7,17,0,0,4,91.5692857125,88.3475,95.8325,91.5025,86.6875,4,1,.283636874194791,.244275060516758,.333333333333333,1.86124526804488,1,5.545,5.545,8.004,1,3,4.687,4.687,10.09,1,6,5.824,5.824,7.8,1,6,4.564,4.564,6.127,1,1,0,0,8.565,0,4,9.139,9.139,10.931,1, ,0, , , , ,6,14.677,16.431,16.983,3,1, ,0,0,12.675,0,1,22.322,22.322,25.569,1, ,0, , , , ,8,7.156,9.779,13.126,2,1,6,10.596,18.877,19.956,8,1,4,7.24,8.976,10.57,2,1,8,14.34,16.931,17.616,3,1,3,13.396,17.168,18.823,4,1,5,2.076,3.366,4.556,3,0, , , , , , , , , , 
4,4,4,4,4,5,3,3,4,5,5,5,5,3,3,4,1,17,0,1,4,74.20285714,63.2975,73.30625,68.2625,75.75,3,1,.294016497317847,0,0,1.29401649731785,1,13.19,15.244,15.794,3,3,31.356,39.523,40.305,9,6,5.46,6.159,6.768,3,5,6.945,7.716,8.272,3,1,0,0,1.421,0,1,10.382,12.129,13.199,4,1, ,2.957,3.383,4.999,2,7,22.139,23.352,23.371,4,0, , , , , ,4,27.482,27.875,28.401,3,0, , , , , ,6,1.093,186.732,190.107,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,2,3,4,1,4,3,4,4,3,3,3.33333333333333,4.5,3.5,4,1,17,0,0,1,83.2060714275,87.25,87.39125,78.63,77.6625,4,1,.22961516875238,.151611232083637,0,1.38122640083602,1,7.629,7.629,10.79,1,3,8.614,8.614,10.946,1,6,4.993,4.993,6.939,1,6,1.23,9.204,11.023,3,1,0,0,1.475,0,1,17.704,17.704,22.483,1,0, , , , , ,6,5.44,13.154,15.022,3,1, ,0,0,2.044,0,4,6.959,6.959,8.493,1,0, , , , , ,8,6.942,28.054,29.747,2,1,3,10.013,14.087,15.908,2,1,7,4.899,7.965,9.888,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,1,3,5,6,4,5,5,3,3,2,2.66666666666667,5,4.5,3,5,15,1,1,2,76.3021428575,72.6875,72.13125,76.88, ,4,0,.223309803779067,.165718697095905,.666666666666667,1.05569516754164,1,13.007,14.316,14.87,3,3,5.526,6.159,6.969,3,6,6.177,7.436,8.437,3,6,4.861,5.358,5.989,3,0,0,0,1.975,0,1,8.06,10.359,10.846,4,1, ,.83,1.453,2.39,2,3,20.743,21.483,21.978,3,0, , , , , ,5,9.519,10.319,10.902,3,0, , , , , ,8,.742,15.268,15.883,12,1,6,14.349,19.143,20.996,9,1,1,1.009,4.697,5.09,8,1,3,.543,2.045,2.416,7,1,3,.537,2.056,2.318,7,1,3,.213,1.841,2.157,7,1,8,.11,7.02,7.404,10,1,3,1.872,7.462,7.862
3,5,4,2,5,3,5,3,5,6,6,4,5.33333333333333,4,4,4,2,15,0,1,4,90.7184375,84.93,96.3525,78.51, ,1,0,.242601911614078,0,0,.242601911614078,1,10.01,16.693,17.592,2,1,8.888,10.935,11.739,4,2,8.191,9.072,9.761,2,4,8.066,9.015,9.874,2,0,0,0,6.548,0,5,15.186,16.958,17.813,2,1, ,3.927,13.124,14.226,3,1,8.415,9.186,10.016,3,0, , , , , ,4,8.358,9.313,10.078,2,0, , , , , ,9,1.66,6.004,7.713,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,3,4,2,3,3,2,2,4,2,3,3,3.5,2.5,3.5,6,17,0,1,1,63.7509375,63.7825,67.0033333333333,51.35, ,3,0,.357540644145083,.151699366200068,0,.509240010345151,5,8.25,12.016,15.964,2,3,14.486,14.486,19.613,1,6,3.713,5.562,6.168,2,6,13.354,13.354,15.683,1,0,0,0,1.207,0,1,9.75,9.75,12.241,1,1, ,0,0,27.748,0,3,8.141,22.1,24.07,2,0, , , , , ,4,29.541,29.541,31.567,1,0, , , , , ,8,7.116,11.028,12.977,2,1,2,20.676,23.543,25.826,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,3,4,5,1,5,3,3,6,5,4,5,3.5,4,3.5,3,17,0,1,4,72.588125,54.14,73.03,65,60.5975,4,1,.428245865682613,.338321041615537,.333333333333333,2.09990024063148,1,7.644,9.461,10.169,3,3,22.905,24.258,25.026,3,6,3.939,5.434,6.129,3,6,4.587,8.314,8.836,5,1,0,0,.739,0,4,32.279,34.182,35.116,3, ,1,1.347,2.209,3.386,2,4,52.024,52.955,53.571,3,0, , , , , ,1,34.83,36.115,36.812,2, ,0, , , , ,5,1.094,40.143,40.276,13,1,4,20.9,24.496,24.682,6,1,1,1.539,30.547,31.715,8,1,8,1.23,15.74,16.535,8,1,8,52.23,54.361,55.522,6,1,5,2.49,4.165,5,5,0, , , , , , , , , , 
4,3,4,4,4,7,3,3,5,5,5,5,5,3,3,3.5,1,17,0,1,4,85.1921428575,95.1225,91.79625,87.26,75.5,4,1,.406994873242471,.169414491028809,0,1.57640936427128,1,7.971,10.37,10.818,3,3,19.559,20.463,21.245,3,6,4.87,5.983,6.993,3,6,4.635,5.213,5.676,3,1,0,0,2.69,0,4,18.574,21.367,21.394,4, ,0, , , , ,2,81.436,82.252,82.678,3,1, ,4.918,7.486,8.384,3,5,4.901,5.49,5.912,3,0, , , , , ,8,1.737,18.926,19.733,10,1,2,18.353,31.792,32.21,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,2,2,3,4,1,4,5,2,5,5,5,5,4.5,4.5,2.5,2,17,1,1,1,85.861875,51.0125,86.9925, ,85.9775,4,1,.277496044945878,.23947108868666,1,2.51696713363254,1,2.719,5.179,6.095,3,3,5.274,6.323,6.933,3,6,3.34,4.208,5.048,3,6,3.773,4.419,5.316,3,1,0,0,6.408,0,4,13.453,14.198,14.756,3, ,0, , , , ,7,14.533,15.262,16.002,3,1, ,2.756,5.057,5.092,3,1,15.971,27.588,28.103,5, ,0, , , , ,8,3.835,9.83,10.88,7,1,5,18.136,30.314,30.861,9,1,3,.966,6.403,7.195,7,1,8,4.463,7.124,7.545,7,1,7,15.22,18.304,18.756,6,1,5,2.193,8.082,8.559,6,1,8,3.198,4.814,5.515,5,1,3,4.548,5.629,6.208
3,3,4,3,3,7,4,3,3,6,6,6,6,3.5,3.5,3,4,16,0,0,1,83.6975,76.055,91.8725,77.38,74.04,4,1,.371854219761129,0,0,1.37185421976113,1,8.067,9.537,10.255,3,3,10.928,12.44,14.01,2,6,6.54,9.065,10.309,2,6,7.699,9.297,10.175,2,1,0,0,.85,0,4,32.767,33.915,36.113,2, ,0, , , , ,3,34.805,34.805,35.733,1,1, ,4.679,4.679,5.758,1,6,23.124,23.124,24.355,1, , , , , , , ,1.637,8.99,8.998,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,3,6,3,1,5,3,3,3,3,4,2,3,1,17,1,1,4,83.1028571425,75.395,86.46375,79.84,83,4,1,.368975482535158,.137446398957274,0,1.50642188149243,1,4.777,4.777,6.611,1,3,6.658,6.658,9.962,1,6,3.706,5.16,6.031,2,6,5.115,5.115,6.743,1,1,0,0,14.056,0,5,19.334,19.334,24.112,1,1, ,0,0,9.412,0, ,35.892,35.892,35.906,1,0, , , , , ,5,28.99,28.99,31.239,1,0, , , , , ,8,8.372,14.508,15.725,3,1, ,6.418,11.291,11.297,2,1, ,2.981,9.894,9.904,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,3,5,2,3,5,4,5,6,6,6,6,3,4.5,4,6,17,0,1,1,74.29,58.385,75.6591666666667,75.3225,82.755,3,1,.595512440455283,.453492670926548,1,3.04900511138183,1,16.769,16.769,24.502,1,1,17.415,17.415,26.414,1,6,6.768,6.768,12.826,1,6,10.717,10.717,12.961,1,1,0,0,4.099,0,4,37.992,37.992,42.972,1, ,0, , , , ,1,103.629,123.107,125.225,5,1, ,0,0,21.929,0,1,24.946,24.946,37.163,1, ,0, , , , ,8,20.772,22.163,23.943,2,1,6,98.045,107.156,115.682,3,1,4,23.138,28.933,36.071,2,1,8,11.251,29.834,30.885,2,1,7,44.359,46.338,48.159,2,1,5,6.391,10.297,11.673,2,1,8,7.359,9.006,10.448,2,1,3,10.459,10.459,13.024
5,5,5,5,5,7,5,4,5,1,1,1,1,2,4.5,5,2,17,1,1,1,84.7915625,85.3175,82.0983333333333,82.065,90.605,3,0,.493042060009972,.254071764611366,.666666666666667,1.41378049128801,1,4.939,8.298,9.505,5,4,10.758,13.365,13.951,3,6,3.439,4.362,4.823,3,6,48.545,49.213,49.797,3,0,0,0,11.679,0,4,95.904,97.381,97.418,4, ,0, , , , ,1,48.036,49.016,49.535,3,1, ,1.066,1.561,4.13,2,5,11.37,12.589,12.632,4, , , , , , ,8,2.5,8.113,10.886,6,1,3,10.425,13.192,13.78,7,1,6,3.685,9.501,9.952,7,1,9,36.907,38.257,38.74,5,1,7,1.18,9.436,9.972,7,1,5,2.88,4.874,4.922,6,1,8,4.385,5.848,6.507,5,1,7,5.984,6.575,7.393
